ClienteID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
8967-SZQAS,female,0,No,No,14,Yes,dsl,No,No,No,Month-to-month,Electronic check,50.45,765.45,0
4468-KAZHE,female,1,Yes,No,20,Yes,dsl,No,No,No,Month-to-month,Electronic check,60.0,1259.35,0
0455-ENTCR,male,0,Yes,No,66,Yes,dsl,Yes,Yes,Yes,Two year,Electronic check,85.25,5538.35,0
8944-AILEF,male,0,Yes,No,15,Yes,no,No,No,No,Month-to-month,Credit card (automatic),19.45,340.85,0
5542-NKVRU,female,0,No,No,42,Yes,no,No,No,No,Two year,Bank transfer (automatic),20.75,844.45,0
7126-RBHSD,female,0,Yes,No,17,Yes,fiber optic,Yes,No,No,Month-to-month,Electronic check,78.9,1348.95,0
5370-IIVVL,male,0,No,No,37,Yes,fiber optic,No,Yes,Yes,One year,Credit card (automatic),104.5,3778.0,0
6789-HJBWG,female,0,No,No,12,Yes,dsl,No,No,No,Month-to-month,Electronic check,49.4,611.65,0
3927-NLNRY,male,0,Yes,No,53,Yes,fiber optic,No,No,Yes,One year,Bank transfer (automatic),94.25,4867.95,1
9087-EYCPR,female,0,No,No,60,Yes,no,No,No,No,Two year,Mailed check,25.0,1505.05,0
6791-YBNAK,male,0,Yes,Yes,18,Yes,dsl,No,No,No,Month-to-month,Credit card (automatic),25.55,467.85,0
6358-LYNGM,male,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,74.9,74.9,1
6077-BDPXA,female,0,No,No,3,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,70.15,194.2,0
0013-MHZWF,female,0,No,Yes,9,Yes,dsl,No,Yes,Yes,Month-to-month,Credit card (automatic),69.4,571.45,0
5494-HECPR,female,0,No,No,1,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,80.25,80.25,1
8268-YDIXR,male,0,Yes,No,56,Yes,fiber optic,Yes,No,No,One year,Electronic check,93.15,5253.95,0
9824-BEMCV,male,0,Yes,Yes,17,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,69.0,1149.65,1
1373-ORVIZ,female,0,Yes,Yes,11,Yes,dsl,No,Yes,No,Month-to-month,Electronic check,66.35,740.8,1
4291-SHSBH,male,0,No,No,7,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,69.55,521.35,0
6980-IMXXE,female,0,Yes,Yes,69,Yes,no,No,No,No,Two year,Bank transfer (automatic),20.2,1412.65,0
9866-QEVEE,male,0,No,No,19,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),86.0,1532.45,1
9897-KXHCM,female,0,Yes,Yes,3,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,80.3,250.05,1
0040-HALCW,male,0,Yes,Yes,54,Yes,no,No,No,No,Two year,Credit card (automatic),20.4,1090.6,0
0784-GTUUK,male,0,Yes,No,62,Yes,no,No,No,No,One year,Credit card (automatic),23.75,1446.8,0
7979-CORPM,male,0,No,No,24,Yes,fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),90.55,2282.55,1
2294-DMMUS,female,0,Yes,Yes,62,Yes,dsl,No,No,Yes,Month-to-month,Credit card (automatic),70.45,4300.45,0
0872-JCPIB,male,0,No,No,17,Yes,dsl,Yes,No,No,Month-to-month,Bank transfer (automatic),65.75,1111.2,0
3055-MJDSB,male,0,No,No,9,Yes,dsl,No,No,No,Month-to-month,Mailed check,24.6,190.1,0
9091-WTUUY,male,0,Yes,Yes,64,Yes,dsl,Yes,Yes,Yes,Two year,Mailed check,69.25,4447.75,0
1618-CFHME,female,0,No,No,2,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,75.9,143.35,1
3165-HDOEW,male,0,Yes,Yes,1,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.85,45.85,1
6581-NQCBA,female,0,Yes,No,16,Yes,dsl,No,Yes,Yes,Month-to-month,Electronic check,49.95,810.2,1
7115-IRDHS,female,0,Yes,No,72,Yes,no,No,No,No,Two year,Bank transfer (automatic),24.65,1830.05,0
8496-DMZUK,male,0,No,No,30,Yes,fiber optic,Yes,No,No,One year,Bank transfer (automatic),90.4,2820.65,0
2040-VZIKE,female,0,Yes,No,49,Yes,fiber optic,Yes,No,Yes,Month-to-month,Mailed check,100.85,4847.35,0
9068-VPWQQ,male,0,Yes,No,61,Yes,dsl,Yes,Yes,No,Two year,Credit card (automatic),75.35,4729.3,0
0178-SZBHO,male,0,Yes,Yes,47,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,87.2,4017.45,0
0384-RVBPI,male,0,No,No,20,Yes,dsl,Yes,No,No,Month-to-month,Credit card (automatic),64.4,1398.6,0
1689-MRZQR,male,0,Yes,Yes,34,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,78.3,2564.3,1
1299-AURJA,female,0,Yes,Yes,70,Yes,no,No,No,No,Two year,Bank transfer (automatic),24.7,1685.9,0
4525-VZCZG,male,0,No,Yes,54,Yes,fiber optic,Yes,Yes,Yes,One year,Electronic check,105.85,5826.65,0
1543-LLLFT,male,1,Yes,No,61,Yes,fiber optic,No,Yes,Yes,One year,Mailed check,98.3,6066.55,0
5835-BEQEU,male,0,No,No,3,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,76.95,228.4,1
2788-CJQAQ,male,0,No,No,13,Yes,no,No,No,No,One year,Mailed check,19.45,270.2,0
5565-FILXA,female,1,No,No,16,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,96.15,1529.2,1
0319-QZTCO,female,0,Yes,Yes,3,Yes,dsl,No,No,Yes,Month-to-month,Credit card (automatic),58.7,168.6,0
2120-SMPEX,male,0,No,No,25,Yes,no,No,No,No,Month-to-month,Mailed check,20.15,536.35,0
0096-FCPUF,male,0,No,No,30,Yes,dsl,Yes,No,No,Month-to-month,Mailed check,64.5,1888.45,0
0668-OGMHD,female,0,Yes,No,21,Yes,dsl,Yes,No,No,Month-to-month,Electronic check,28.5,629.35,0
5552-ZNFSJ,male,0,No,No,1,Yes,dsl,No,No,No,Month-to-month,Electronic check,45.3,45.3,1
2223-KAGMX,female,0,No,No,15,Yes,no,No,No,No,Month-to-month,Bank transfer (automatic),19.4,289.3,1
6507-ZJSUR,male,1,Yes,No,23,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,90.45,2117.25,0
9408-HRXRK,female,0,Yes,Yes,45,Yes,fiber optic,Yes,No,Yes,Month-to-month,Electronic check,105.15,4730.9,0
5593-SUAOO,female,0,Yes,Yes,24,Yes,fiber optic,No,No,No,One year,Bank transfer (automatic),83.15,2033.05,0
7321-PKUYW,female,0,No,No,11,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,90.15,987.95,1
2833-SLKDQ,male,0,No,No,1,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.05,45.05,1
6766-HFKLA,female,0,Yes,No,56,Yes,fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),103.2,5744.35,0
7595-EUIVN,female,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,75.8,75.8,1
7617-EYGLW,male,0,No,No,1,Yes,no,No,No,No,Month-to-month,Electronic check,19.45,19.45,0
2026-TGDHM,female,0,No,No,7,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,79.3,523.15,1
9220-ZNKJI,female,1,Yes,No,55,Yes,fiber optic,No,Yes,Yes,Two year,Credit card (automatic),88.8,4805.3,0
4030-VPZBD,female,0,No,No,2,Yes,dsl,No,Yes,No,Month-to-month,Electronic check,30.9,59.05,1
2226-ICFDO,female,0,Yes,Yes,72,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),85.9,6110.75,0
0723-VSOBE,female,1,No,No,45,Yes,dsl,No,No,No,One year,Electronic check,34.2,1596.6,0
5529-GIBVH,female,0,No,No,47,Yes,no,No,No,No,Two year,Mailed check,20.15,1046.2,0
4187-CINZD,female,1,No,No,46,Yes,fiber optic,No,No,Yes,One year,Credit card (automatic),95.25,4424.2,1
9992-UJOEL,male,0,No,No,2,Yes,dsl,No,No,No,Month-to-month,Mailed check,50.3,92.75,0
4741-WWJQZ,female,0,Yes,No,2,Yes,fiber optic,Yes,Yes,No,Month-to-month,Electronic check,80.15,194.55,0
6625-UTXEW,female,0,Yes,No,12,Yes,dsl,No,No,No,Month-to-month,Electronic check,51.25,612.1,0
6818-WOBHJ,female,1,Yes,No,68,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),89.6,6127.6,1
6244-BESBM,male,0,Yes,Yes,69,Yes,fiber optic,No,Yes,Yes,Two year,Credit card (automatic),95.2,6671.7,0
1004-NOZNR,male,1,No,Yes,56,Yes,fiber optic,Yes,No,Yes,One year,Credit card (automatic),94.8,5264.3,0
1251-STYSZ,female,1,No,No,4,Yes,fiber optic,Yes,No,No,Month-to-month,Electronic check,80.25,303.7,0
2612-PHGOX,male,0,Yes,No,64,Yes,dsl,No,Yes,Yes,Two year,Bank transfer (automatic),76.1,4818.8,0
2408-TZMJL,male,0,Yes,No,59,Yes,fiber optic,Yes,No,Yes,One year,Electronic check,110.15,6448.05,1
8480-PPONV,male,0,Yes,Yes,62,Yes,fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.55,7159.05,0
8780-IHCRN,male,0,Yes,Yes,63,Yes,no,No,No,No,Two year,Credit card (automatic),24.65,1574.5,0
4598-ZADCK,female,0,No,No,53,Yes,dsl,Yes,Yes,Yes,One year,Electronic check,53.6,2879.2,0
1257-SXUXQ,male,0,Yes,Yes,5,Yes,no,No,No,No,Month-to-month,Mailed check,19.45,86.05,0
9681-KYGYB,male,1,Yes,No,49,Yes,fiber optic,Yes,No,No,Month-to-month,Electronic check,88.2,4159.45,0
7182-OVLBJ,female,0,Yes,Yes,62,Yes,fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),101.15,6638.35,0
5095-ETBRJ,female,0,Yes,No,55,Yes,dsl,Yes,Yes,No,Two year,Mailed check,56.8,3112.05,0
7005-CYUIL,female,1,Yes,No,71,Yes,fiber optic,Yes,Yes,Yes,Two year,Electronic check,99.4,7168.25,0
4821-WQOYN,female,0,Yes,Yes,72,Yes,no,No,No,No,Two year,Credit card (automatic),20.1,1326.25,0
4730-AWNAU,male,0,Yes,Yes,36,Yes,dsl,Yes,Yes,Yes,One year,Credit card (automatic),60.7,2234.55,0
3452-FLHYD,male,0,Yes,No,25,Yes,no,No,No,No,One year,Bank transfer (automatic),20.95,495.15,0
2388-LAESQ,female,1,Yes,No,72,Yes,fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.85,8317.95,0
9531-NSBMR,female,0,No,No,36,Yes,no,No,No,No,One year,Bank transfer (automatic),19.25,679.8,0
6260-ONULR,male,0,No,No,1,Yes,dsl,No,No,Yes,Month-to-month,Mailed check,62.8,62.8,0
4389-UEFCZ,female,0,Yes,No,72,Yes,fiber optic,Yes,No,Yes,Two year,Electronic check,105.5,7544.0,0
8711-LOBKY,male,0,Yes,Yes,59,Yes,no,No,No,No,Two year,Mailed check,19.85,1188.25,0
9134-CEQMF,male,1,Yes,No,7,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,89.5,676.7,1
8985-OOPOS,female,0,No,No,1,Yes,dsl,No,Yes,Yes,One year,Credit card (automatic),74.1,74.1,0
8800-ZKRFW,female,0,Yes,Yes,30,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,107.5,3242.5,0
2616-FLVQC,male,0,No,No,64,Yes,no,No,No,No,Two year,Mailed check,19.55,1240.15,0
9968-FFVVH,male,0,No,No,63,Yes,dsl,Yes,Yes,No,One year,Bank transfer (automatic),68.8,4111.35,0
3108-PCCGG,male,1,Yes,No,72,Yes,dsl,Yes,No,Yes,Two year,Credit card (automatic),84.45,5899.85,0
7993-PYKOF,male,0,Yes,No,8,Yes,fiber optic,Yes,No,No,Month-to-month,Electronic check,75.0,632.95,1
8390-FESFV,female,0,No,No,62,Yes,dsl,No,Yes,Yes,Two year,Bank transfer (automatic),84.5,5193.2,0
3022-BEXHZ,male,0,Yes,Yes,67,Yes,fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),111.2,7530.8,0
5027-XWQHA,male,0,No,No,6,Yes,dsl,No,No,No,Month-to-month,Electronic check,44.75,270.95,1
6248-TKCQV,female,0,Yes,Yes,70,Yes,dsl,Yes,Yes,Yes,Two year,Bank transfer (automatic),80.6,5460.2,0
6729-GDNGC,female,1,No,No,20,Yes,fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),80.7,1614.2,0
6198-ZFIOJ,female,0,No,No,5,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,75.6,402.5,0
5989-OMNJE,female,0,Yes,Yes,24,Yes,dsl,Yes,No,Yes,One year,Electronic check,57.6,1367.75,0
4566-QVRRW,female,0,Yes,No,11,Yes,dsl,No,No,No,Month-to-month,Electronic check,44.05,483.7,1
1291-CUOCY,male,0,Yes,No,72,Yes,fiber optic,No,Yes,Yes,Two year,Credit card (automatic),110.6,7962.2,0
9795-SHUHB,female,0,Yes,Yes,66,Yes,dsl,Yes,Yes,No,Two year,Credit card (automatic),58.2,3810.8,0
3230-IUALN,female,0,Yes,Yes,45,Yes,dsl,Yes,Yes,Yes,Two year,Mailed check,81.0,3533.6,0
0042-RLHYP,female,0,Yes,Yes,69,Yes,no,No,No,No,Two year,Bank transfer (automatic),19.7,1396.9,0
8519-IMDHU,male,1,Yes,No,15,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.6,1345.55,1
4945-RVMTE,female,0,No,No,28,Yes,dsl,No,No,Yes,Month-to-month,Bank transfer (automatic),59.55,1646.45,0
0201-OAMXR,female,0,No,No,70,Yes,fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),115.55,8127.6,1
1866-NXPSP,female,0,No,No,36,Yes,dsl,Yes,Yes,No,One year,Mailed check,75.55,2680.15,0
3372-KWFBM,male,1,No,No,16,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,86.6,1281.0,1
7831-QGOXH,female,0,No,No,18,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,85.2,1553.9,1
6393-WRYZE,female,0,Yes,No,34,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,97.65,3207.55,1
3941-XTSKM,male,0,Yes,Yes,42,Yes,dsl,No,No,No,One year,Credit card (automatic),45.1,2049.05,0
1661-CZBAU,male,0,No,No,48,Yes,dsl,Yes,Yes,No,One year,Bank transfer (automatic),70.95,3629.2,0
6599-RCLCJ,male,0,Yes,No,47,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,109.55,5124.55,1
9831-BPFRI,female,0,Yes,Yes,39,Yes,fiber optic,No,Yes,No,One year,Electronic check,89.55,3474.45,1
5158-RIVOP,female,0,Yes,Yes,11,Yes,no,No,No,No,Two year,Credit card (automatic),20.9,202.3,0
9788-YTFGE,male,0,No,No,7,Yes,no,No,No,No,Month-to-month,Mailed check,19.95,147.5,0
9277-JOOMO,female,0,No,No,3,Yes,no,No,No,No,Month-to-month,Mailed check,24.6,86.35,0
1907-YLNYW,male,0,No,No,8,Yes,dsl,Yes,No,No,Month-to-month,Electronic check,66.7,579.0,0
1725-MIMXW,male,0,No,Yes,1,Yes,no,No,No,No,Month-to-month,Mailed check,19.45,19.45,1
8947-YRTDV,male,0,Yes,Yes,32,Yes,fiber optic,Yes,No,No,One year,Mailed check,94.8,3131.55,0
3161-ONRWK,male,0,Yes,Yes,60,Yes,dsl,Yes,Yes,No,One year,Bank transfer (automatic),65.85,3928.3,0
0114-RSRRW,female,0,Yes,No,10,Yes,no,No,No,No,Month-to-month,Bank transfer (automatic),19.95,187.75,0
4565-NLZBV,female,0,Yes,No,71,Yes,no,No,No,No,Two year,Bank transfer (automatic),24.65,1710.15,0
0031-PVLZI,female,0,Yes,Yes,4,Yes,no,No,No,No,Month-to-month,Mailed check,20.35,76.35,1
7206-GZCDC,female,1,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,69.25,69.25,1
6682-VCIXC,female,0,Yes,Yes,43,Yes,dsl,Yes,Yes,Yes,One year,Bank transfer (automatic),51.25,2151.6,0
4791-QRGMF,male,0,Yes,No,59,Yes,fiber optic,No,No,Yes,One year,Bank transfer (automatic),99.5,5961.1,1
6475-VHUIZ,female,0,Yes,No,23,Yes,dsl,No,Yes,No,Month-to-month,Electronic check,54.25,1221.55,0
3910-MRQOY,female,0,Yes,No,72,Yes,no,No,No,No,Two year,Bank transfer (automatic),19.4,1496.45,0
0661-WCQNQ,male,0,Yes,No,22,Yes,dsl,Yes,Yes,No,One year,Credit card (automatic),56.25,1292.2,0
7537-RBWEA,female,0,No,No,1,Yes,dsl,No,No,No,Month-to-month,Mailed check,25.15,25.15,0
4656-CAURT,male,0,No,No,69,Yes,no,No,No,No,Two year,Bank transfer (automatic),23.95,1713.1,0
0121-SNYRK,male,0,No,No,50,Yes,dsl,Yes,Yes,No,One year,Mailed check,35.4,1748.9,0
1768-ZAIFU,female,1,No,No,1,Yes,dsl,No,No,No,Month-to-month,Electronic check,25.2,25.2,1
4671-LXRDQ,male,0,No,No,2,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.0,96.45,1
3733-LSYCE,female,0,Yes,No,15,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.35,1114.55,0
6265-FRMTQ,male,0,No,No,31,Yes,no,No,No,No,Two year,Bank transfer (automatic),20.4,609.1,0
1934-SJVJK,male,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,20.15,20.15,1
3838-OZURD,male,0,Yes,No,66,Yes,fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),105.0,7133.25,1
1371-DWPAZ,female,0,Yes,Yes,0,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),56.05,56.05,0
9269-CQOOL,male,0,No,Yes,3,Yes,dsl,No,No,Yes,Month-to-month,Credit card (automatic),54.7,169.45,1
2017-CCBLH,female,0,No,No,8,Yes,no,No,No,No,Two year,Mailed check,20.0,141.6,0
7690-KPNCU,male,0,Yes,Yes,64,Yes,dsl,Yes,No,Yes,One year,Credit card (automatic),73.05,4688.65,0
0536-BGFMZ,female,0,Yes,No,28,Yes,no,No,No,No,Month-to-month,Mailed check,20.5,563.05,0
2293-IJWPS,female,0,Yes,No,57,Yes,fiber optic,No,No,Yes,One year,Credit card (automatic),100.75,5985.0,0
2845-HSJCY,female,0,Yes,Yes,14,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,87.25,1258.6,1
5469-NUJUR,male,0,No,No,19,Yes,no,No,No,No,Two year,Mailed check,19.95,373.5,0
1184-PJVDB,male,0,Yes,No,10,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,79.95,857.2,1
2625-TRCZQ,female,0,Yes,No,51,Yes,dsl,No,No,Yes,Month-to-month,Electronic check,49.65,2553.35,0
4102-HLENU,female,0,Yes,No,67,Yes,dsl,Yes,No,No,Two year,Mailed check,65.65,4322.85,0
7266-GSSJX,male,0,Yes,Yes,11,Yes,no,No,No,No,Month-to-month,Electronic check,20.45,250.8,0
7722-VJRQD,male,0,Yes,Yes,72,Yes,dsl,Yes,Yes,Yes,Two year,Bank transfer (automatic),60.95,4549.05,0
7073-QETQY,male,0,Yes,Yes,66,Yes,no,No,No,No,One year,Electronic check,20.35,1359.5,0
9415-DPEWS,female,0,No,No,18,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,88.35,1639.3,1
5624-RYAMH,female,0,No,No,9,Yes,no,No,No,No,Month-to-month,Electronic check,19.5,178.85,0
0196-JTUQI,female,0,No,No,9,Yes,fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.2,633.85,0
7130-YXBRO,male,0,Yes,No,48,Yes,fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),111.45,5315.1,0
9272-LSVYH,male,0,No,No,10,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,70.15,735.5,0
7943-RQCHR,female,0,No,No,9,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,94.75,889.9,1
3793-MMFUH,female,1,No,No,13,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,95.05,1290.0,1
3249-ZPQRG,male,0,No,No,4,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,78.45,330.05,1
2568-BRGYX,male,0,No,No,4,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,70.2,237.95,1
3084-DOWLE,female,0,Yes,No,72,Yes,dsl,Yes,Yes,Yes,Two year,Bank transfer (automatic),92.0,6474.4,0
1084-MNSMJ,female,0,Yes,Yes,51,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),85.5,4421.95,0
7721-JXEAW,male,0,Yes,No,59,Yes,dsl,No,No,No,Month-to-month,Bank transfer (automatic),41.05,2452.7,1
7249-WBIYX,male,0,Yes,No,10,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,85.6,813.85,1
4238-HFHSN,male,1,Yes,No,61,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,82.15,4904.85,0
6250-CGGUN,male,0,No,No,54,Yes,fiber optic,Yes,Yes,No,One year,Electronic check,84.4,4484.05,0
5478-JJVZK,female,0,No,No,33,Yes,dsl,Yes,No,No,Month-to-month,Mailed check,60.9,2033.85,0
7596-IIWYC,female,0,No,No,27,Yes,no,No,No,No,Two year,Bank transfer (automatic),20.25,538.2,0
6567-HOOPW,female,1,No,No,1,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,79.2,79.2,1
9793-WECQC,male,0,No,No,23,Yes,fiber optic,No,No,Yes,Month-to-month,Mailed check,95.3,2192.9,0
4291-HPAXL,male,0,No,Yes,1,Yes,no,No,No,No,Month-to-month,Mailed check,19.85,19.85,0
8999-YPYBV,male,0,Yes,Yes,45,Yes,dsl,Yes,Yes,Yes,Two year,Mailed check,84.35,3858.05,0
1839-FBNFR,female,0,Yes,Yes,39,Yes,no,No,No,No,Two year,Bank transfer (automatic),19.85,854.8,0
3164-AALRN,male,0,No,No,5,Yes,dsl,No,No,Yes,One year,Mailed check,70.0,347.4,1
3071-MVJCD,male,0,Yes,Yes,72,Yes,dsl,Yes,Yes,Yes,Two year,Bank transfer (automatic),82.3,5815.15,0
1697-BCSHV,female,0,Yes,Yes,58,Yes,dsl,No,No,Yes,Month-to-month,Bank transfer (automatic),66.8,3970.4,0
0562-KBDVM,female,0,No,No,70,Yes,dsl,Yes,Yes,No,Two year,Bank transfer (automatic),44.6,3058.15,0
1131-SUEKT,male,0,Yes,Yes,61,Yes,fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),98.45,6145.2,0
3717-OEAUQ,male,0,No,No,2,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,70.7,129.2,0
4538-WNTMJ,female,0,Yes,Yes,46,Yes,no,No,No,No,One year,Mailed check,24.95,1165.9,0
3334-CTHOL,female,0,No,No,1,Yes,dsl,No,No,No,Month-to-month,Bank transfer (automatic),49.95,49.95,1
4704-ERYFC,female,0,Yes,No,22,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,69.25,1554.0,1
9432-RUVSL,female,0,No,No,48,Yes,fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),102.5,4904.25,0
8060-HIWJJ,male,0,No,No,64,Yes,dsl,No,Yes,Yes,Two year,Credit card (automatic),86.55,5632.55,0
7684-XSZIY,male,0,Yes,Yes,72,Yes,no,No,No,No,Two year,Bank transfer (automatic),24.3,1643.25,0
9089-UOWJG,female,0,Yes,Yes,12,Yes,dsl,No,No,Yes,Month-to-month,Credit card (automatic),58.35,740.55,0
8621-MNIHH,female,1,Yes,No,34,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,94.25,3217.55,1
8039-ACLPL,female,0,Yes,Yes,72,Yes,dsl,Yes,No,No,Two year,Credit card (automatic),68.75,4888.2,0
9885-AIBVB,male,0,Yes,No,29,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,85.8,2440.25,0
1934-MKPXS,male,0,Yes,Yes,33,Yes,no,No,No,No,One year,Credit card (automatic),20.1,620.55,0
2592-YKDIF,female,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,20.35,20.35,0
2272-JKMSI,female,0,Yes,Yes,62,Yes,fiber optic,No,Yes,Yes,One year,Electronic check,110.8,6840.95,0
0471-LVHGK,male,0,Yes,No,41,Yes,dsl,No,No,Yes,One year,Electronic check,73.0,3001.2,1
9518-RWHZL,female,0,No,No,64,Yes,fiber optic,No,No,Yes,One year,Credit card (automatic),100.05,6254.2,1
8714-CTZJW,female,0,No,No,4,Yes,fiber optic,No,No,No,Month-to-month,Credit card (automatic),82.85,319.6,0
3569-EDBPQ,female,0,No,No,24,Yes,fiber optic,Yes,Yes,No,Month-to-month,Electronic check,84.35,1938.05,0
3131-NWVFJ,female,0,Yes,Yes,14,Yes,no,No,No,No,One year,Mailed check,19.55,294.5,0
7521-YXVZY,male,0,No,Yes,3,Yes,no,No,No,No,Month-to-month,Mailed check,19.95,58.3,0
5419-CONWX,female,1,No,No,4,Yes,fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),99.8,442.85,1
6240-EURKS,female,0,No,Yes,18,Yes,dsl,No,No,No,Month-to-month,Electronic check,35.0,553.0,1
2373-NTKOD,male,0,No,No,8,Yes,dsl,No,No,Yes,Month-to-month,Electronic check,66.25,546.45,0
1970-KKFWL,female,0,No,No,35,Yes,no,No,No,No,Two year,Bank transfer (automatic),23.3,797.1,0
6960-HVYXR,female,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,76.0,76.0,1
9337-SRRNI,male,0,No,Yes,66,Yes,no,No,No,No,Two year,Credit card (automatic),25.3,1673.8,0
0895-UADGO,male,0,No,Yes,8,Yes,dsl,Yes,Yes,No,Two year,Mailed check,44.55,343.45,0
5678-VFNEQ,female,0,Yes,No,71,Yes,fiber optic,Yes,No,Yes,One year,Credit card (automatic),104.1,7412.25,0
5977-CKHON,female,0,Yes,Yes,43,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),92.55,4039.0,0
7024-OHCCK,female,1,No,No,2,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,93.85,170.85,1
2692-BUCFV,male,1,No,No,29,Yes,fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),101.45,2948.6,0
7861-UVUFT,female,0,Yes,No,15,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,84.3,1308.4,1
1830-GGFNM,male,0,Yes,Yes,65,Yes,fiber optic,Yes,Yes,No,Two year,Credit card (automatic),94.55,6078.75,0
5302-BDJNT,male,0,No,No,35,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,95.5,3418.2,0
5223-UZAVK,male,0,No,No,64,Yes,fiber optic,Yes,No,Yes,One year,Credit card (automatic),100.3,6603.8,0
4859-ZSRDZ,female,0,Yes,Yes,58,Yes,dsl,No,Yes,Yes,Two year,Credit card (automatic),55.5,3166.9,0
5651-WYIPH,female,1,No,No,18,Yes,dsl,No,No,No,Month-to-month,Credit card (automatic),49.85,865.75,0
9350-VLHMB,male,0,Yes,Yes,67,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),89.55,6373.1,0
3498-LZGQZ,male,0,Yes,Yes,63,Yes,no,No,No,No,Two year,Mailed check,19.15,1177.05,0
8785-CJSHH,female,0,Yes,No,60,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,99.8,5985.75,0
